UID_SATCOM,OEM,Model,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,Q_8,Q_9,Q_10,Q_11,SATCOM,ANTENNA,RADOME,ROUTER,PBX,CabinVoice@STRINGS,CockpitVoiceData@STRINGS,HighSpeedData@STRINGS,Performance@STRINGS,Coverage@STRINGS
S_Scenario_142,Bombardier,Global Express/Global XRS,Y,Y,N/A,Y,MCS-4000 or MCS-7000,N/A,N/A,N/A,N/A,N/A,Other,S_HD-710_Combined01_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_Honeywell_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_143,Bombardier,Global Express/Global XRS,Y,Y,N/A,Y,MCS-4000 or MCS-7000,N/A,N/A,N/A,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Combined01_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_Honeywell_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_144,Bombardier,Global Express/Global XRS,Y,Y,N/A,Y,MCS-3000 or MCS-6000,Y,N/A,N/A,N/A,N/A,Other,S_HD-710_Combined02_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_Honeywell_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_145,Bombardier,Global Express/Global XRS,Y,Y,N/A,Y,MCS-3000 or MCS-6000,Y,N/A,N/A,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Combined02_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_Honeywell_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_146,Bombardier,Global Express/Global XRS,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,Y,N/A,N/A,N/A,Other,S_HD-710_Standalone01_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_Honeywell_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_147,Bombardier,Global Express/Global XRS,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,Y,N/A,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Standalone01_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_Honeywell_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_148,Bombardier,Global Express/Global XRS,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,N,N/A,N/A,N/A,Other,S_HD-710_Standalone02_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_Honeywell_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_149,Bombardier,Global Express/Global XRS,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,N,N/A,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Standalone02_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_Honeywell_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_150,Bombardier,Global Express/Global XRS,Y,Y,N/A,N,N/A,N/A,Y,N/A,N/A,N/A,Other,S_HD-710_Standalone01_st,S_AMT-700_st,S_Radome_Honeywell_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_151,Bombardier,Global Express/Global XRS,Y,Y,N/A,N,N/A,N/A,Y,N/A,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Standalone01_st,S_AMT-700_st,S_Radome_Honeywell_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_152,Bombardier,Global Express/Global XRS,Y,Y,N/A,N,N/A,N/A,N,N/A,N/A,N/A,Other,S_HD-710_Standalone02_st,S_AMT-700_st,S_Radome_Honeywell_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_153,Bombardier,Global Express/Global XRS,Y,Y,N/A,N,N/A,N/A,N,N/A,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Standalone02_st,S_AMT-700_st,S_Radome_Honeywell_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_154,Bombardier,Global Express/Global XRS,Y,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire200HG_st,S_AMT-700_st,S_Radome_Honeywell_st,S_CCU-200_st,S_CCU-200_st,S_Y_st,S_N_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_155,Bombardier,Global Express/Global XRS,N,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire300_st,S_Included_st,S_NA_st,S_NA_st,S_NA_st,S_Y_st,S_Y_st,S_N_st,S_24kbps_st,S_Global_st
S_Scenario_156,Bombardier,Global Express/Global XRS,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire100_st,S_Included_st,S_NA_st,S_Included_st,S_Included_st,S_Y_st,S_N_st,S_N_st,S_24kbps_st,S_Global_st
S_Scenario_157,Bombardier,Learjet 40/Learjet 45,Y,N/A,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire200IG_brochure_st,S_AMT-1800_Included_st,S_NA_st,S_CCU-200_st,S_CCU-200_st,S_Y_st,S_N_st,S_Y_st,S_330kbps_st,S_Worldwide_st
S_Scenario_158,Bombardier,Learjet 40/Learjet 45,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire200LG_brochure_st,S_Included_st,S_NA_st,S_CCU-200_st,S_CCU-200_st,S_Y_st,S_N_st,S_Y_st,S_200kbps_st,S_Regional_st
S_Scenario_159,Bombardier,Learjet 40/Learjet 45,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire100_st,S_Included_st,S_NA_st,S_Included_st,S_Included_st,S_Y_st,S_N_st,S_N_st,S_24kbps_st,S_Global_st
S_Scenario_160,Cessna,Citation I (500)/Citation II (550)/Citation IV/Citation V (560),Y,N/A,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire200IG_brochure_st,S_AMT-1800_Included_st,S_NA_st,S_CCU-200_st,S_CCU-200_st,S_Y_st,S_N_st,S_Y_st,S_330kbps_st,S_Worldwide_st
S_Scenario_161,Cessna,Citation I (500)/Citation II (550)/Citation IV/Citation V (560),Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire200LG_brochure_st,S_Included_st,S_NA_st,S_CCU-200_st,S_CCU-200_st,S_Y_st,S_N_st,S_Y_st,S_200kbps_st,S_Regional_st
S_Scenario_162,Cessna,Citation I (500)/Citation II (550)/Citation IV/Citation V (560),N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire100_st,S_Included_st,S_NA_st,S_Included_st,S_Included_st,S_Y_st,S_N_st,S_N_st,S_24kbps_st,S_Global_st
S_Scenario_163,Cessna,Citation III (650),Y,N/A,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire200IG_brochure_st,S_AMT-1800_Included_st,S_NA_st,S_CCU-200_st,S_CCU-200_st,S_Y_st,S_N_st,S_Y_st,S_330kbps_st,S_Worldwide_st
S_Scenario_164,Cessna,Citation III (650),Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire200LG_brochure_st,S_Included_st,S_NA_st,S_CCU-200_st,S_CCU-200_st,S_Y_st,S_N_st,S_Y_st,S_200kbps_st,S_Regional_st
S_Scenario_165,Cessna,Citation III (650),N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire100_st,S_Included_st,S_NA_st,S_Included_st,S_Included_st,S_Y_st,S_N_st,S_N_st,S_24kbps_st,S_Global_st
S_Scenario_166,Cessna,Citation Sovereign (680),Y,Y,N/A,N/A,N/A,N/A,Y,N/A,N/A,N/A,Other,S_HD-710_Standalone01_st,S_AMT-3800_st,S_NA_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_167,Cessna,Citation Sovereign (680),Y,Y,N/A,N/A,N/A,N/A,Y,N/A,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Standalone01_st,S_AMT-3800_st,S_NA_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_168,Cessna,Citation Sovereign (680),Y,Y,N/A,N/A,N/A,N/A,N,N/A,N/A,N/A,Other,S_HD-710_Standalone02_st,S_AMT-3800_st,S_NA_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_169,Cessna,Citation Sovereign (680),Y,Y,N/A,N/A,N/A,N/A,N,N/A,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Standalone02_st,S_AMT-3800_st,S_NA_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_170,Cessna,Citation Sovereign (680),Y,N,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire200IG_brochure_st,S_AMT-1800_Included_st,S_NA_st,S_CCU-200_st,S_CCU-200_st,S_Y_st,S_N_st,S_Y_st,S_330kbps_st,S_Worldwide_st
S_Scenario_171,Cessna,Citation Sovereign (680),Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire200LG_brochure_st,S_Included_st,S_NA_st,S_CCU-200_st,S_CCU-200_st,S_Y_st,S_N_st,S_Y_st,S_200kbps_st,S_Regional_st
S_Scenario_172,Cessna,Citation Sovereign (680),N,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire300_st,S_Included_st,S_NA_st,S_NA_st,S_NA_st,S_N_st,S_Y_st,S_N_st,S_24kbps_st,S_Global_st
S_Scenario_173,Cessna,Citation Sovereign (680),N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire100_st,S_Included_st,S_NA_st,S_Included_st,S_Included_st,S_Y_st,S_N_st,S_N_st,S_24kbps_st,S_Global_st
S_Scenario_174,Cessna,Citation X,Y,Y,N/A,Y,MCS-4000 or MCS-7000,N/A,N/A,Other,N/A,N/A,Other,S_HD-710_Combined01_st,S_AMT-700_st,S_Radome_172_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_175,Cessna,Citation X,Y,Y,N/A,Y,MCS-4000 or MCS-7000,N/A,N/A,Other,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Combined01_st,S_AMT-700_st,S_Radome_172_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_176,Cessna,Citation X,Y,Y,N/A,Y,MCS-4000 or MCS-7000,N/A,N/A,AMT-50 / AMT-700,N/A,N/A,Other,S_HD-710_Combined01_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_172_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_177,Cessna,Citation X,Y,Y,N/A,Y,MCS-4000 or MCS-7000,N/A,N/A,AMT-50 / AMT-700,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Combined01_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_172_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_178,Cessna,Citation X,Y,Y,N/A,Y,MCS-3000 or MCS-6000,Y,N/A,Other,N/A,N/A,Other,S_HD-710_Combined02_st,S_AMT-700_st,S_Radome_172_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_179,Cessna,Citation X,Y,Y,N/A,Y,MCS-3000 or MCS-6000,Y,N/A,Other,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Combined02_st,S_AMT-700_st,S_Radome_172_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_180,Cessna,Citation X,Y,Y,N/A,Y,MCS-3000 or MCS-6000,Y,N/A,AMT-50 / AMT-700,N/A,N/A,Other,S_HD-710_Combined02_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_172_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_181,Cessna,Citation X,Y,Y,N/A,Y,MCS-3000 or MCS-6000,Y,N/A,AMT-50 / AMT-700,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Combined02_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_172_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_182,Cessna,Citation X,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,Y,Other,N/A,N/A,Other,S_HD-710_Standalone01_st,S_AMT-700_st,S_Radome_172_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_183,Cessna,Citation X,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,Y,Other,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Standalone01_st,S_AMT-700_st,S_Radome_172_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_184,Cessna,Citation X,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,Y,AMT-50 / AMT-700,N/A,N/A,Other,S_HD-710_Standalone01_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_172_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_185,Cessna,Citation X,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,Y,AMT-50 / AMT-700,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Standalone01_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_172_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_186,Cessna,Citation X,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,N,Other,N/A,N/A,Other,S_HD-710_Standalone02_st,S_AMT-700_st,S_Radome_172_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_187,Cessna,Citation X,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,N,Other,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Standalone02_st,S_AMT-700_st,S_Radome_172_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_188,Cessna,Citation X,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,N,AMT-50 / AMT-700,N/A,N/A,Other,S_HD-710_Standalone02_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_172_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_189,Cessna,Citation X,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,N,AMT-50 / AMT-700,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Standalone02_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_172_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_190,Cessna,Citation X,Y,Y,N/A,N,N/A,N/A,Y,N/A,N/A,N/A,Other,S_HD-710_Standalone01_st,S_AMT-700_st,S_Radome_172_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_191,Cessna,Citation X,Y,Y,N/A,N,N/A,N/A,Y,N/A,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Standalone01_st,S_AMT-700_st,S_Radome_172_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_192,Cessna,Citation X,Y,Y,N/A,N,N/A,N/A,N,N/A,N/A,N/A,Other,S_HD-710_Standalone02_st,S_AMT-700_st,S_Radome_172_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_193,Cessna,Citation X,Y,Y,N/A,N,N/A,N/A,N,N/A,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Standalone02_st,S_AMT-700_st,S_Radome_172_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_194,Cessna,Citation X,Y,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire200HG_st,S_AMT-700_st,S_Radome_172_st,S_CCU-200_st,S_CCU-200_st,S_Y_st,S_N_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_195,Cessna,Citation X,N,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire300_st,S_Included_st,S_NA_st,S_NA_st,S_NA_st,S_Y_st,S_Y_st,S_N_st,S_24kbps_st,S_Global_st
S_Scenario_196,Cessna,Citation X,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire100_st,S_Included_st,S_NA_st,S_Included_st,S_Included_st,S_Y_st,S_N_st,S_N_st,S_24kbps_st,S_Global_st
S_Scenario_197,Cessna,Citation XLS,Y,N/A,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire200IG_brochure_st,S_AMT-1800_Included_st,S_NA_st,S_CCU-200_st,S_CCU-200_st,S_Y_st,S_N_st,S_Y_st,S_330kbps_st,S_Worldwide_st
S_Scenario_198,Cessna,Citation XLS,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire200LG_brochure_st,S_Included_st,S_NA_st,S_CCU-200_st,S_CCU-200_st,S_Y_st,S_N_st,S_Y_st,S_200kbps_st,S_Regional_st
S_Scenario_199,Cessna,Citation XLS,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire100_st,S_Included_st,S_NA_st,S_Included_st,S_Included_st,S_Y_st,S_N_st,S_N_st,S_24kbps_st,S_Global_st
S_Scenario_200,Dassault,Falcon 10/Falcon 100,Y,N/A,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire200IG_brochure_st,S_AMT-1800_Included_st,S_NA_st,S_CCU-200_st,S_CCU-200_st,S_Y_st,S_N_st,S_Y_st,S_330kbps_st,S_Worldwide_st
S_Scenario_201,Dassault,Falcon 10/Falcon 100,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire200LG_brochure_st,S_Included_st,S_NA_st,S_CCU-200_st,S_CCU-200_st,S_Y_st,S_N_st,S_Y_st,S_200kbps_st,S_Regional_st
S_Scenario_202,Dassault,Falcon 10/Falcon 100,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire100_st,S_Included_st,S_NA_st,S_Included_st,S_Included_st,S_Y_st,S_N_st,S_N_st,S_24kbps_st,S_Global_st
S_Scenario_203,Dassault,Falcon 20/Falcon 200,Y,N/A,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire200IG_brochure_st,S_AMT-1800_Included_st,S_NA_st,S_CCU-200_st,S_CCU-200_st,S_Y_st,S_N_st,S_Y_st,S_330kbps_st,S_Worldwide_st
S_Scenario_204,Dassault,Falcon 20/Falcon 200,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire200LG_brochure_st,S_Included_st,S_NA_st,S_CCU-200_st,S_CCU-200_st,S_Y_st,S_N_st,S_Y_st,S_200kbps_st,S_Regional_st
S_Scenario_205,Dassault,Falcon 20/Falcon 200,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S_Aspire100_st,S_Included_st,S_NA_st,S_Included_st,S_Included_st,S_Y_st,S_N_st,S_N_st,S_24kbps_st,S_Global_st
S_Scenario_206,Dassault,Falcon 2000,Y,Y,N/A,Y,MCS-4000 or MCS-7000,N/A,N/A,Other,N/A,N/A,Other,S_HD-710_Combined01_st,S_AMT-700_st,S_Radome_tail_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_207,Dassault,Falcon 2000,Y,Y,N/A,Y,MCS-4000 or MCS-7000,N/A,N/A,Other,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Combined01_st,S_AMT-700_st,S_Radome_tail_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_208,Dassault,Falcon 2000,Y,Y,N/A,Y,MCS-4000 or MCS-7000,N/A,N/A,AMT-50 / AMT-700,N/A,N/A,Other,S_HD-710_Combined01_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_tail_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_209,Dassault,Falcon 2000,Y,Y,N/A,Y,MCS-4000 or MCS-7000,N/A,N/A,AMT-50 / AMT-700,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Combined01_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_tail_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_210,Dassault,Falcon 2000,Y,Y,N/A,Y,MCS-3000 or MCS-6000,Y,N/A,Other,N/A,N/A,Other,S_HD-710_Combined02_st,S_AMT-700_st,S_Radome_tail_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_211,Dassault,Falcon 2000,Y,Y,N/A,Y,MCS-3000 or MCS-6000,Y,N/A,Other,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Combined02_st,S_AMT-700_st,S_Radome_tail_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_212,Dassault,Falcon 2000,Y,Y,N/A,Y,MCS-3000 or MCS-6000,Y,N/A,AMT-50 / AMT-700,N/A,N/A,Other,S_HD-710_Combined02_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_tail_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_213,Dassault,Falcon 2000,Y,Y,N/A,Y,MCS-3000 or MCS-6000,Y,N/A,AMT-50 / AMT-700,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Combined02_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_tail_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_214,Dassault,Falcon 2000,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,Y,Other,N/A,N/A,Other,S_HD-710_Standalone01_st,S_AMT-700_st,S_Radome_tail_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_215,Dassault,Falcon 2000,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,Y,Other,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Standalone01_st,S_AMT-700_st,S_Radome_tail_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_216,Dassault,Falcon 2000,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,Y,AMT-50 / AMT-700,N/A,N/A,Other,S_HD-710_Standalone01_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_tail_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_217,Dassault,Falcon 2000,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,Y,AMT-50 / AMT-700,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Standalone01_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_tail_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_218,Dassault,Falcon 2000,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,N,Other,N/A,N/A,Other,S_HD-710_Standalone02_st,S_AMT-700_st,S_Radome_tail_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_219,Dassault,Falcon 2000,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,N,Other,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Standalone02_st,S_AMT-700_st,S_Radome_tail_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_220,Dassault,Falcon 2000,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,N,AMT-50 / AMT-700,N/A,N/A,Other,S_HD-710_Standalone02_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_tail_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_221,Dassault,Falcon 2000,Y,Y,N/A,Y,MCS-3000 or MCS-6000,N,N,AMT-50 / AMT-700,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Standalone02_st,S_AMT-50_AMT-700_Upgrade_st,S_Radome_tail_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_222,Dassault,Falcon 2000,Y,Y,N/A,N,N/A,N/A,Y,N/A,N/A,N/A,Other,S_HD-710_Standalone01_st,S_AMT-700_st,S_Radome_tail_st,S_CNX-200_st,S_CCU-100_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
S_Scenario_223,Dassault,Falcon 2000,Y,Y,N/A,N,N/A,N/A,Y,N/A,N/A,N/A,Magnastar / Aircell / True North,S_HD-710_Standalone01_st,S_AMT-700_st,S_Radome_tail_st,S_CNX-200_st,S_NA_st,S_Y_st,S_Y_st,S_Y_st,S_432kbps_st,S_Worldwide_st
